,Text,Type,Category,Description,Snomed_code,Meddra_code,pt_name,hlt_name,hlgt_name,soc_name,soc_abbrev
818,FSGS-T,TEST_NAME,TEST_TREATMENT_PROCEDURE,Abscess of Littré's glands (disorder),46442004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
819,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomerular disease (disorder),197679002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
820,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomus tumor (disorder),403969002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
821,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulus structure (body structure),68288006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
822,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Immune and associated conditions NEC,Immune disorders NEC,Immune system disorders,Immun
823,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Glomerulonephritis and nephrotic syndrome,Nephropathies,Renal and urinary disorders,Renal
824,glomeruli,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulitis (disorder),22702000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
825,negative for all immunoreactants,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Immunofluorescent stain (substance),255800009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
826,negative for all immunoreactants,TEST_VALUE,TEST_TREATMENT_PROCEDURE,No anaerobes detected (qualifier value),260387001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
827,negative for all immunoreactants,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Indirect immunofluorescence technique (qualifier value),767096000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
828,negative for all immunoreactants,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Positive immunology finding (navigational concept),309308005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
829,negative for all immunoreactants,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Normal immunology finding (navigational concept),309569001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
830,Direct immunofluorescence,TEST_NAME,TEST_TREATMENT_PROCEDURE,Direct immunofluorescence technique (qualifier value),767095001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
831,Direct immunofluorescence,TEST_NAME,TEST_TREATMENT_PROCEDURE,Indirect immunofluorescence technique (qualifier value),767096000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
832,Direct immunofluorescence,TEST_NAME,TEST_TREATMENT_PROCEDURE,Direct tissue immunofluorescence procedure (procedure),127796002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
833,Direct immunofluorescence,TEST_NAME,TEST_TREATMENT_PROCEDURE,Indirect tissue immunofluorescence procedure (procedure),127797006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
834,Direct immunofluorescence,TEST_NAME,TEST_TREATMENT_PROCEDURE,Measurement of microbial antibody using immunofluorescence (procedure),104260002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
835,diffuse effacement of visceral epithelial foot processes,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Diffuse injury of cerebrum (disorder),721330006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
836,diffuse effacement of visceral epithelial foot processes,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Incision of cerebral meninges (procedure),81259007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
837,diffuse effacement of visceral epithelial foot processes,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Diagnostic procedure on cerebral meninges (procedure),87637006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
838,diffuse effacement of visceral epithelial foot processes,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Cerebral trauma (disorder),275382005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
839,diffuse effacement of visceral epithelial foot processes,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Occupational cutaneous vascular disorder (disorder),724874000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
840,Electron microscopy,TEST_NAME,TEST_TREATMENT_PROCEDURE,"Electron microscopy, diagnostic (procedure)",104158008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
841,Electron microscopy,TEST_NAME,TEST_TREATMENT_PROCEDURE,Microscopy (procedure),117259009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
842,Electron microscopy,TEST_NAME,TEST_TREATMENT_PROCEDURE,"Electron microscopy study, examination and report (procedure)",13021005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
843,Electron microscopy,TEST_NAME,TEST_TREATMENT_PROCEDURE,Electron microscope (physical object),706586003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
844,Electron microscopy,TEST_NAME,TEST_TREATMENT_PROCEDURE,Electron microscopy AND/OR morphometry (procedure),108258006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
845,diffuse,QUALITY,MEDICAL_CONDITION,Diffuse (qualifier value),19648000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
846,diffuse,QUALITY,MEDICAL_CONDITION,Diffuse pain (finding),2134003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
847,diffuse,QUALITY,MEDICAL_CONDITION,Diffuse degeneration (morphologic abnormality),125344001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
848,diffuse,QUALITY,MEDICAL_CONDITION,Diffuse callus (disorder),238466003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
849,diffuse,QUALITY,MEDICAL_CONDITION,Diffuse hyperplasia (morphologic abnormality),125524008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
850,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Epithelialization (morphologic abnormality),199820005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
851,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Structure of sensory epithelium of organ of Corti (body structure),91341005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
852,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Epithelial cell abnormality (morphologic abnormality),373886001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
853,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Structure of exocervical epithelial cell (body structure),91687006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
854,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,"Intestinal epithelial cell transport of fats, function (observable entity)",42447007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
855,effacement,DX_NAME,MEDICAL_CONDITION,Effacement of cervix (observable entity),249021005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
856,effacement,DX_NAME,MEDICAL_CONDITION,Finding of effacement of cervix (finding),366309007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
857,effacement,DX_NAME,MEDICAL_CONDITION,Percentage effacement of cervix (observable entity),249022003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
858,effacement,DX_NAME,MEDICAL_CONDITION,Feces (substance),39477002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
859,effacement,DX_NAME,MEDICAL_CONDITION,Self-effacing (finding),286652007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
860,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Epithelialization (morphologic abnormality),199820005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
861,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Structure of sensory epithelium of organ of Corti (body structure),91341005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
862,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Epithelial cell abnormality (morphologic abnormality),373886001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
863,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,Structure of exocervical epithelial cell (body structure),91687006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
864,visceral epithelial foot processes,SYSTEM_ORGAN_SITE,ANATOMY,"Intestinal epithelial cell transport of fats, function (observable entity)",42447007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
865,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial expansion (qualifier value),263806003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
866,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Increased mesangial matrix (morphologic abnormality),125510009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
867,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial cell (cell),24259000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
868,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial matrix (substance),33238007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
869,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangium alteration (morphologic abnormality),125509004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
870,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Thickening of glomerular basement membrane (qualifier value),264932002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
871,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Immune and associated conditions NEC,Immune disorders NEC,Immune system disorders,Immun
872,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Glomerulonephritis and nephrotic syndrome,Nephropathies,Renal and urinary disorders,Renal
873,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerular disease (disorder),197679002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
874,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomus cell (cell),75737006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
875,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerular basement membrane antibody (substance),11353004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
876,electron-dense/organized deposits,DX_NAME,MEDICAL_CONDITION,Dense deposit disease (disorder),722760002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
877,electron-dense/organized deposits,DX_NAME,MEDICAL_CONDITION,Electron (substance),46602004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
878,electron-dense/organized deposits,DX_NAME,MEDICAL_CONDITION,Intranuclear electron dense deposition (morphologic abnormality),125410007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
879,electron-dense/organized deposits,DX_NAME,MEDICAL_CONDITION,Extracellular electron dense deposition (morphologic abnormality),125504009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
880,electron-dense/organized deposits,DX_NAME,MEDICAL_CONDITION,Dense body defect (disorder),234474009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
881,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial expansion (qualifier value),263806003,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
882,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Increased mesangial matrix (morphologic abnormality),125510009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
883,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial cell (cell),24259000,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
884,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangial matrix (substance),33238007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
885,mesangial areas,SYSTEM_ORGAN_SITE,ANATOMY,Mesangium alteration (morphologic abnormality),125509004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
886,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Thickening of glomerular basement membrane (qualifier value),264932002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
887,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Immune and associated conditions NEC,Immune disorders NEC,Immune system disorders,Immun
888,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerulonephritis (disorder),36171008,10018364.0,Glomerulonephritis,Glomerulonephritis and nephrotic syndrome,Nephropathies,Renal and urinary disorders,Renal
889,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerular disease (disorder),197679002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
890,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomus cell (cell),75737006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
891,glomerular basement membrane,SYSTEM_ORGAN_SITE,ANATOMY,Glomerular basement membrane antibody (substance),11353004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
892,steroid,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Steroid therapy (procedure),297279009,10062117.0,Steroid therapy,Hormonal therapeutic procedures NEC,Endocrine gland therapeutic procedures,Surgical and medical procedures,Surg
893,steroid,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Steroid (substance),116566001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
894,steroid,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Steroid measurement (procedure),121277008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
895,steroid,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Steroid hormone (substance),112113009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
896,steroid,TREATMENT_NAME,TEST_TREATMENT_PROCEDURE,Steroid receptor (substance),22322004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
897,72,TEST_VALUE,TEST_TREATMENT_PROCEDURE,72 (qualifier value),732857008,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
898,72,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Measured weight loss (observable entity),816160009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
899,72,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Weight steady (finding),271398006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
900,72,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Weight loss (amount) (observable entity),363806002,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
901,72,TEST_VALUE,TEST_TREATMENT_PROCEDURE,Weight finding (finding),107647005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
902,kg,TEST_UNIT,TEST_TREATMENT_PROCEDURE,kilogram (qualifier value),258683005,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
903,kg,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Kilogram-meter (qualifier value),414557004,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
904,kg,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Gram/kilogram (qualifier value),396167009,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
905,kg,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Kilogram/second (qualifier value),396155007,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
906,kg,TEST_UNIT,TEST_TREATMENT_PROCEDURE,Kilogram/minute (qualifier value),414560006,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
907,weight,TEST_NAME,TEST_TREATMENT_PROCEDURE,Body weight (observable entity),27113001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
908,weight,TEST_NAME,TEST_TREATMENT_PROCEDURE,Weight (property) (qualifier value),726527001,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found,No Meddra Mapping Found/desc Found
